N,J,Jz,magnetization,eigvec_entanglement_mean,eigvec_entanglement_std,num_states_per_rd_instance,num_rd_instances,thrown_instances
16,0.392,0.78,0.0,0.9983415403844297,0.0005171556252997559,,47,1
16,0.418,0.78,0.0,0.999077374127078,0.0003811689843652389,,32,0
16,0.442,0.78,0.0,0.9993903943804034,0.00034295577918460555,,38,0
16,0.466,0.78,0.0,0.9996724556567939,0.0002761881581820443,,34,0
16,0.491,0.78,0.0,0.9997735786247464,0.00016760102927343453,,40,0
16,0.515,0.78,0.0,0.9998331999934671,0.00023209104134137468,,34,1
16,0.54,0.78,0.0,0.9999095337116357,0.00013602443020346297,,32,1
16,0.564,0.78,0.0,0.9998857655416216,0.00020972516413937884,,36,0
16,0.589,0.78,0.0,0.999811096988829,0.00019995608508090615,,34,2
16,0.613,0.78,0.0,0.9996548898882144,0.0004295155975639032,,38,0
16,0.638,0.78,0.0,0.9984569036644411,0.0018615145644721694,,34,0
16,0.662,0.78,0.0,0.9949884372814619,0.004031724045936334,,30,0
16,0.687,0.78,0.0,0.9878084867490863,0.01195026634996894,,32,2
16,0.711,0.78,0.0,0.9747266950365603,0.02019785309049289,,33,3
16,0.735,0.78,0.0,0.685247053962467,0.41382635785595906,,30,0
16,0.76,0.78,0.0,0.3342773464572247,0.39894019419760757,,30,0
16,0.784,0.78,0.0,0.4692834846167166,0.43941383742929124,,30,0
