N,J,Jz,boundary_conditions,magnetization,algorithm,eigvec_entanglement_mean,eigvec_entanglement_std,num_states_per_rd_instance,num_rd_instances
15,0.41397,0.61596,PBC,0.5,POLFED,4.489220342134727,0.0009370931189727,643,4
15,0.77754,0.13119,PBC,0.5,POLFED,0.839798734062196,1.324955222794268,643,4
15,0.17159,0.57556,PBC,0.5,POLFED,2.9739191554207167,0.0416735477556125,643,3
15,0.33318,0.13119,PBC,0.5,POLFED,3.1567677428018626,1.127796540981686,643,3
15,0.37357,0.57556,PBC,0.5,POLFED,2.060292808974317,1.7122356889110562,643,3
15,0.37357,0.01,PBC,0.5,POLFED,1.644776376189269,0.1493928705786152,643,3
15,0.09079,0.33318,PBC,0.5,POLFED,0.6034577916388303,0.0560735936561377,643,3
15,0.37357,0.73715,PBC,0.5,POLFED,3.739077875725316,1.0530902783122216,643,3
15,0.65635,0.69675,PBC,0.5,POLFED,4.487575565533798,0.0043690426386876,643,4
15,0.25238,0.69675,PBC,0.5,POLFED,4.279098897797221,0.0271447845430887,643,4
15,0.21199,0.0504,PBC,0.5,POLFED,1.1415914641241116,0.0994522401103812,643,3
15,0.77754,0.33318,PBC,0.5,POLFED,0.8927948937236223,1.2647856310685823,643,5
15,0.29278,0.13119,PBC,0.5,POLFED,3.3662375343523365,0.3017115601834975,643,3
15,0.53516,0.65635,PBC,0.5,POLFED,3.8831441804936886,1.0619310243448423,643,4
15,0.69675,0.13119,PBC,0.5,POLFED,4.317008555454716,0.0445893101156162,643,4
15,0.01,0.25238,PBC,0.5,POLFED,0.027233886091488,0.0259909966055761,643,3
15,0.0504,0.37357,PBC,0.5,POLFED,0.1091233738462988,0.0169761762899689,643,3
15,0.21199,0.37357,PBC,0.5,POLFED,2.1618956288670184,1.5333413266385492,643,3
15,0.17159,0.73715,PBC,0.5,POLFED,3.182960084712653,0.2995774368097504,643,3
15,0.13119,0.49476,PBC,0.5,POLFED,1.0706424377005177,0.2438498926479856,643,4
15,0.49476,0.73715,PBC,0.5,POLFED,4.495775621606309,0.0002639346176431,643,4
15,0.13119,0.25238,PBC,0.5,POLFED,0.8228398038254366,0.1014303916479017,643,3
15,0.45437,0.61596,PBC,0.5,POLFED,4.493312226658206,0.0008102041098761,643,4
15,0.45437,0.69675,PBC,0.5,POLFED,4.494858932648541,0.0009420529067597,643,5
15,0.53516,0.69675,PBC,0.5,POLFED,4.4969532563773615,0.0002929363662033,643,4
15,0.41397,0.17159,PBC,0.5,POLFED,4.4166611069814135,0.0065022237949443,643,4
15,0.57556,0.33318,PBC,0.5,POLFED,4.494390974440567,0.0002205734602115,643,3
15,0.01,0.33318,PBC,0.5,POLFED,0.0073023736225696,0.0020776090763272,643,3
15,0.73715,0.41397,PBC,0.5,POLFED,3.2440335938663853,1.872944200380239,643,4
15,0.49476,0.69675,PBC,0.5,POLFED,4.495114183900116,0.0002931200246911,643,4
15,0.25238,0.21199,PBC,0.5,POLFED,3.443513328810156,0.0683611514668455,643,3
15,0.13119,0.53516,PBC,0.5,POLFED,1.279455022548066,0.3781743992903162,643,3
15,0.17159,0.65635,PBC,0.5,POLFED,2.768515537644067,0.1938642342258854,643,3
15,0.37357,0.65635,PBC,0.5,POLFED,4.480025767173486,0.0002842289372662,643,3
15,0.0504,0.61596,PBC,0.5,POLFED,0.1554363050633888,0.0518625503839697,643,3
15,0.0504,0.01,PBC,0.5,POLFED,0.1784879849625591,0.1303136485809521,643,3
15,0.53516,0.0504,PBC,0.5,POLFED,4.011022753563951,0.081962363407909,643,4
15,0.61596,0.41397,PBC,0.5,POLFED,4.494769256053107,0.0003056215188672,643,4
15,0.01,0.01,PBC,0.5,POLFED,0.0060378214573648,0.0021736160936987,643,3
15,0.0504,0.0504,PBC,0.5,POLFED,0.1668196137634266,0.1078148418479719,643,3
15,0.45437,0.0504,PBC,0.5,POLFED,2.816543232588064,1.6292906324668943,643,4
15,0.69675,0.17159,PBC,0.5,POLFED,4.411232932206796,0.017967704170293,643,4
15,0.49476,0.29278,PBC,0.5,POLFED,4.490724522774153,0.0008405226397999,643,4
15,0.49476,0.77754,PBC,0.5,POLFED,4.495382789269643,0.0007080755228492,643,4
15,0.57556,0.57556,PBC,0.5,POLFED,4.496377823708311,0.0003451787573098,643,4
15,0.37357,0.45437,PBC,0.5,POLFED,4.470064435602585,0.002073376891096,643,4
15,0.0504,0.13119,PBC,0.5,POLFED,0.1237028553032805,0.0920803181918025,643,3
15,0.29278,0.37357,PBC,0.5,POLFED,4.308603262768078,0.0406122850828536,643,3
15,0.45437,0.09079,PBC,0.5,POLFED,4.272676560602443,0.0491110021816387,643,4
15,0.17159,0.45437,PBC,0.5,POLFED,2.511928487831616,0.065753577155722,643,3
15,0.13119,0.21199,PBC,0.5,POLFED,0.918767974374021,0.3615410744784724,643,3
15,0.25238,0.53516,PBC,0.5,POLFED,4.238534922457817,0.0091830759538938,643,3
15,0.57556,0.69675,PBC,0.5,POLFED,4.496415097898857,0.0006432991828342,643,4
15,0.33318,0.01,PBC,0.5,POLFED,1.4069545452323735,0.1496512484435947,643,3
15,0.77754,0.17159,PBC,0.5,POLFED,0.8036726945000803,1.3920019395298524,643,4
15,0.73715,0.01,PBC,0.5,POLFED,2.963502748293336,0.1025166288859623,643,4
15,0.73715,0.37357,PBC,0.5,POLFED,3.284883378247654,1.6933933764069464,643,4
15,0.21199,0.09079,PBC,0.5,POLFED,0.9810248951481262,0.5851955960170081,643,4
15,0.61596,0.37357,PBC,0.5,POLFED,4.493679825502655,0.0009645440416285,643,4
15,0.45437,0.13119,PBC,0.5,POLFED,4.41883044462425,0.0175104781551455,643,4
15,0.25238,0.25238,PBC,0.5,POLFED,3.367769994735003,0.1496296646468094,643,3
15,0.25238,0.49476,PBC,0.5,POLFED,4.224981103787044,0.0244653020416093,643,4
15,0.77754,0.01,PBC,0.5,POLFED,1.371769715053491,1.3666016338419258,643,4
15,0.01,0.0504,PBC,0.5,POLFED,0.0182934866509974,0.0179054025777682,643,3
15,0.57556,0.73715,PBC,0.5,POLFED,4.496784804785587,0.0002117418472337,643,4
15,0.65635,0.49476,PBC,0.5,POLFED,4.485238472009129,0.0085583193307112,643,4
15,0.73715,0.17159,PBC,0.5,POLFED,4.03498138173032,0.0513895960726261,643,4
15,0.53516,0.49476,PBC,0.5,POLFED,4.359546805453081,0.235693540023432,643,4
15,0.65635,0.29278,PBC,0.5,POLFED,4.485798172251341,0.0007116033652096,643,4
15,0.65635,0.77754,PBC,0.5,POLFED,4.474771780993103,0.0290333345485283,643,4
15,0.69675,0.61596,PBC,0.5,POLFED,4.474578901597804,0.0063757226750832,643,4
15,0.29278,0.61596,PBC,0.5,POLFED,4.406998784741955,0.0052744465899898,643,3
15,0.13119,0.69675,PBC,0.5,POLFED,0.956571461703264,0.5256409715066764,643,3
15,0.37357,0.29278,PBC,0.5,POLFED,3.714504073445062,1.0180089356700306,643,3
15,0.65635,0.33318,PBC,0.5,POLFED,4.484531204481056,0.003301385937487,643,4
15,0.01,0.21199,PBC,0.5,POLFED,0.0089253757599605,0.0055841596926597,643,3
15,0.45437,0.01,PBC,0.5,POLFED,1.970003723004512,1.022911399603463,643,4
15,0.57556,0.65635,PBC,0.5,POLFED,4.497175404478521,0.0004288447103503,643,4
15,0.37357,0.77754,PBC,0.5,POLFED,4.481507577909194,0.0010961840871732,643,3
15,0.49476,0.45437,PBC,0.5,POLFED,3.579224901938117,1.586268489727266,643,4
15,0.33318,0.61596,PBC,0.5,POLFED,4.458356857573179,0.000846191122274,643,3
15,0.49476,0.0504,PBC,0.5,POLFED,4.016115585681125,0.0328453046247673,643,4
15,0.77754,0.61596,PBC,0.5,POLFED,1.771997381306272,1.6409718683753418,643,4
15,0.17159,0.77754,PBC,0.5,POLFED,3.041376656961737,0.1330457625435073,643,3
15,0.41397,0.13119,PBC,0.5,POLFED,4.374539578637953,0.0235382795976279,643,3
15,0.17159,0.29278,PBC,0.5,POLFED,1.895944899441052,0.2722634490960482,643,4
15,0.29278,0.01,PBC,0.5,POLFED,1.2143905621737978,0.3585710771770625,643,3
15,0.21199,0.41397,PBC,0.5,POLFED,2.39394992742737,1.6904914729099794,643,3
15,0.0504,0.41397,PBC,0.5,POLFED,0.1772728831713377,0.0271360496332403,643,3
15,0.01,0.13119,PBC,0.5,POLFED,0.0283601876777541,0.0314018000161829,643,3
15,0.33318,0.53516,PBC,0.5,POLFED,4.451542221345184,0.0032575264997599,643,3
15,0.73715,0.53516,PBC,0.5,POLFED,3.2615157765209446,1.8838531039707551,643,4
15,0.37357,0.17159,PBC,0.5,POLFED,4.318676594084088,0.0262681775588815,643,3
15,0.13119,0.41397,PBC,0.5,POLFED,1.3292293441248928,0.1113876671545587,643,3
15,0.17159,0.17159,PBC,0.5,POLFED,1.101241732503088,0.0610193390315904,643,3
15,0.29278,0.25238,PBC,0.5,POLFED,4.201458027267857,0.0999158164119729,643,3
15,0.13119,0.0504,PBC,0.5,POLFED,0.5937807139723931,0.0657408363242221,643,3
15,0.09079,0.01,PBC,0.5,POLFED,0.2641776969413061,0.1669394304372038,643,3
15,0.41397,0.65635,PBC,0.5,POLFED,4.489776194244105,0.0021916298132042,643,4
15,0.73715,0.25238,PBC,0.5,POLFED,3.0772798797815994,1.7772989151912,643,4
15,0.33318,0.25238,PBC,0.5,POLFED,4.312048041300883,0.0152852804374888,643,3
15,0.21199,0.69675,PBC,0.5,POLFED,2.922940930397929,1.6518638044236191,643,4
15,0.29278,0.53516,PBC,0.5,POLFED,2.929246514568439,2.071307080090296,643,3
15,0.61596,0.49476,PBC,0.5,POLFED,4.495228593433914,0.0006724939143715,643,4
15,0.09079,0.41397,PBC,0.5,POLFED,0.3988891873321847,0.0875334408393579,643,3
15,0.57556,0.13119,PBC,0.5,POLFED,4.462427116135117,0.0035975092581091,643,4
15,0.25238,0.37357,PBC,0.5,POLFED,4.134909623444127,0.1056076632667339,643,3
15,0.53516,0.37357,PBC,0.5,POLFED,4.494669741558545,0.0003506829924116,643,4
15,0.41397,0.57556,PBC,0.5,POLFED,4.489439566810619,0.0015498832784375,643,4
15,0.17159,0.01,PBC,0.5,POLFED,0.507878506536824,0.2695193562305542,643,3
15,0.09079,0.13119,PBC,0.5,POLFED,0.3268726448042349,0.1809092455588859,643,3
15,0.69675,0.33318,PBC,0.5,POLFED,4.463129000240253,0.0079111513898365,643,4
15,0.29278,0.33318,PBC,0.5,POLFED,3.566308076687529,0.9843014845647466,643,3
15,0.41397,0.69675,PBC,0.5,POLFED,4.4912833883896734,0.0016921165164803,643,4
15,0.09079,0.09079,PBC,0.5,POLFED,0.3086021942252778,0.1911060275424765,643,4
15,0.0504,0.21199,PBC,0.5,POLFED,0.1321355547260564,0.0643856703932336,643,3
15,0.21199,0.21199,PBC,0.5,POLFED,2.2563048379381754,1.4488340370240265,643,3
15,0.49476,0.17159,PBC,0.5,POLFED,4.47137005944901,0.0046898151753216,643,4
15,0.41397,0.73715,PBC,0.5,POLFED,4.490685157937513,0.0014489081973565,643,4
15,0.01,0.41397,PBC,0.5,POLFED,0.0092006657958593,0.0101531257234994,643,3
15,0.33318,0.33318,PBC,0.5,POLFED,4.411801885631313,0.0056980943330667,643,3
15,0.49476,0.37357,PBC,0.5,POLFED,4.493743531279053,0.0005523230175838,643,4
15,0.21199,0.01,PBC,0.5,POLFED,0.553847356051708,0.0631791854829737,643,3
15,0.13119,0.01,PBC,0.5,POLFED,0.4609441444142598,0.1072021266013078,643,3
15,0.65635,0.61596,PBC,0.5,POLFED,4.490676725151163,0.0031930661590366,643,4
15,0.65635,0.13119,PBC,0.5,POLFED,4.337860064665557,0.1587723694184606,643,4
15,0.37357,0.09079,PBC,0.5,POLFED,3.973156927807859,0.0421569781134232,643,3
15,0.69675,0.69675,PBC,0.5,POLFED,4.442481905773812,0.0357204258174098,643,4
15,0.45437,0.49476,PBC,0.5,POLFED,4.492793256565519,0.0010108330166581,643,4
15,0.77754,0.73715,PBC,0.5,POLFED,0.8373824145704255,1.4503888874006818,643,4
15,0.53516,0.41397,PBC,0.5,POLFED,4.495798095430873,0.0008429397231508,643,5
15,0.49476,0.01,PBC,0.5,POLFED,1.9435515390417435,1.1225943090861437,643,4
15,0.73715,0.73715,PBC,0.5,POLFED,1.159116195925823,1.6692676437702385,643,4
15,0.41397,0.33318,PBC,0.5,POLFED,4.476196194313573,0.0021120282315248,643,3
15,0.57556,0.17159,PBC,0.5,POLFED,4.480191680916468,0.0024416327298584,643,4
15,0.0504,0.53516,PBC,0.5,POLFED,0.1577000836181525,0.0452804920394572,643,3
